"region","region_survey","GFE_ID"
"Haida Gwaii","Haida Gwaii",1653
"Haida Gwaii","Haida Gwaii",1654
"Haida Gwaii","Haida Gwaii",1655
"Haida Gwaii","Haida Gwaii",1656
"Haida Gwaii","Haida Gwaii",1657
"Haida Gwaii","Haida Gwaii",1658
"Haida Gwaii","Haida Gwaii",1659
"Haida Gwaii","Haida Gwaii",1660
"Haida Gwaii","Haida Gwaii",1661
"Haida Gwaii","Haida Gwaii",1662
"Haida Gwaii","Haida Gwaii",1663
"Haida Gwaii","Haida Gwaii",1664
"Haida Gwaii","Haida Gwaii",1665
"Haida Gwaii","Haida Gwaii",1666
"Haida Gwaii","Haida Gwaii",1667
"Haida Gwaii","Haida Gwaii",1674
"Haida Gwaii","Haida Gwaii",1675
"Haida Gwaii","Haida Gwaii",1676
"Central Coast","Central Coast",1809
"Central Coast","Central Coast",1810
"Central Coast","Central Coast",1811
"Central Coast","Central Coast",1812
"Central Coast","Central Coast",1813
"Central Coast","Central Coast",1814
"Central Coast","Central Coast",1840
"Haida Gwaii","Haida Gwaii",1707
"Haida Gwaii","Haida Gwaii",1708
"Haida Gwaii","Haida Gwaii",1709
"Haida Gwaii","Haida Gwaii",1710
"Haida Gwaii","Haida Gwaii",1711
"Haida Gwaii","Haida Gwaii",1712
"Haida Gwaii","Haida Gwaii",1713
"Haida Gwaii","Haida Gwaii",1714
"Haida Gwaii","Haida Gwaii",1715
"Haida Gwaii","Haida Gwaii",1716
"Haida Gwaii","Haida Gwaii",1717
"Haida Gwaii","Haida Gwaii",1718
"Haida Gwaii","Haida Gwaii",1719
"Haida Gwaii","Haida Gwaii",1720
"Haida Gwaii","Haida Gwaii",1721
"Haida Gwaii","Haida Gwaii",1722
"Haida Gwaii","Haida Gwaii",1723
"Haida Gwaii","Haida Gwaii",1724
"Haida Gwaii","Haida Gwaii",1725
"Haida Gwaii","Haida Gwaii",1726
"Skeena","Skeena",1732
"Skeena","Skeena",1733
"Skeena","Skeena",1735
"Skeena","Skeena",1736
"Skeena","Skeena",1737
"Skeena","Skeena",1738
"Skeena","Skeena",1739
"Skeena","Skeena",1741
"Skeena","Skeena",1742
"Skeena","Nass",1744
"Nass","Nass",1748
"Nass","Nass",1749
"Nass","Nass",1750
"Nass","Nass",1751
"Nass","Nass",1752
"Nass","Nass",1753
"Nass","Nass",1754
"Nass","Nass",1755
"Nass","Nass",1756
"Nass","Nass",1758
"Nass","Nass",1759
"Nass","Nass",1760
"Nass","Nass",1761
"Nass","Nass",1762
"Nass","Nass",1763
"Nass","Nass",1764
"Nass","Nass",1766
"Nass","Nass",1767
"Nass","Nass",1768
"Nass","Nass",1769
"Nass","Nass",1771
"Nass","Nass",1772
"Nass","Nass",1773
"Nass","Nass",1774
"Nass","Nass",1775
"Nass","Nass",1776
"Nass","Nass",1778
"Nass","Nass",1780
"Central Coast","Central Coast",1784
"Central Coast","Central Coast",1785
"Central Coast","Central Coast",1786
"Central Coast","Central Coast",1787
"Central Coast","Central Coast",1788
"Central Coast","Central Coast",1789
"Central Coast","Central Coast",7990621
"Central Coast","Central Coast",1791
"Central Coast","Central Coast",1792
"Central Coast","Central Coast",1793
"Central Coast","Central Coast",1794
"Central Coast","Central Coast",1795
"Central Coast","Central Coast",1796
"Central Coast","Central Coast",1797
"Central Coast","Central Coast",1798
"Central Coast","Central Coast",1799
"Central Coast","Central Coast",1800
"Central Coast","Central Coast",1801
"Central Coast","Central Coast",1802
"Central Coast","Central Coast",1803
"Central Coast","Central Coast",1804
"Central Coast","Central Coast",1805
"Central Coast","Central Coast",1806
"Central Coast","Central Coast",1807
"Central Coast","Central Coast",1808
"Central Coast","Central Coast",1815
"Central Coast","Central Coast",1816
"Central Coast","Central Coast",1817
"Central Coast","Central Coast",1841
"Central Coast","Central Coast",1842
"Central Coast","Central Coast",1843
"Central Coast","Central Coast",1844
"Central Coast","Central Coast",1845
"Central Coast","Central Coast",1846
"Skeena","Skeena",1964
"Skeena","Skeena",1965
"Central Coast","Central Coast",1848
"Central Coast","Central Coast",1850
"Central Coast","Central Coast",1851
"Central Coast","Central Coast",1852
"Central Coast","Central Coast",1853
"Central Coast","Central Coast",1854
"Central Coast","Central Coast",1855
"Central Coast","Central Coast",1856
"Central Coast","Central Coast",1857
"Central Coast","Central Coast",1858
"Central Coast","Central Coast",1859
"Central Coast","Central Coast",1860
"Central Coast","Central Coast",1862
"Central Coast","Central Coast",1863
"Central Coast","Central Coast",1864
"Central Coast","Central Coast",1865
"Central Coast","Central Coast",1866
"Central Coast","Central Coast",1867
"Central Coast","Central Coast",1868
"Central Coast","Central Coast",1869
"Central Coast","Central Coast",1870
"Central Coast","Central Coast",1871
"Central Coast","Central Coast",1872
"Central Coast","Central Coast",1873
"Central Coast","Central Coast",1874
"Central Coast","Central Coast",1875
"Central Coast","Central Coast",1876
"Central Coast","Central Coast",1877
"Central Coast","Central Coast",1878
"Central Coast","Central Coast",1879
"Central Coast","Central Coast",1880
"Central Coast","Central Coast",1881
"Central Coast","Central Coast",1882
"Central Coast","Central Coast",1883
"Central Coast","Central Coast",1884
"Central Coast","Central Coast",1885
"Central Coast","Central Coast",1886
"Central Coast","Central Coast",1887
"Central Coast","Central Coast",1888
"Central Coast","Central Coast",1889
"Central Coast","Central Coast",1890
"Central Coast","Central Coast",1891
"Central Coast","Central Coast",1892
"Central Coast","Central Coast",1893
"Central Coast","Central Coast",1894
"Central Coast","Central Coast",1895
"Central Coast","Central Coast",1897
"Central Coast","Central Coast",1898
"Central Coast","Central Coast",1899
"Central Coast","Central Coast",1900
"Central Coast","Central Coast",1901
"Central Coast","Central Coast",1902
"Central Coast","Central Coast",1903
"Central Coast","Central Coast",1904
"Central Coast","Central Coast",1905
"Central Coast","Central Coast",1906
"Central Coast","Central Coast",1907
"Central Coast","Central Coast",1908
"Central Coast","Central Coast",1909
"Central Coast","Central Coast",1910
"Central Coast","Central Coast",1911
"Central Coast","Central Coast",1912
"Central Coast","Central Coast",1913
"Central Coast","Central Coast",1914
"Central Coast","Central Coast",1915
"Central Coast","Central Coast",1916
"Central Coast","Central Coast",1917
"Central Coast","Central Coast",1918
"Central Coast","Central Coast",1919
"Central Coast","Central Coast",1920
"Central Coast","Central Coast",1921
"Central Coast","Central Coast",1922
"Central Coast","Central Coast",1923
"Central Coast","Central Coast",1924
"Central Coast","Central Coast",1925
"Central Coast","Central Coast",1926
"Central Coast","Central Coast",1927
"Central Coast","Central Coast",1928
"Central Coast","Central Coast",1929
"Central Coast","Central Coast",1930
"Central Coast","Central Coast",1931
"Skeena","Skeena",1932
"Central Coast","Central Coast",1933
"Central Coast","Central Coast",1934
"Central Coast","Central Coast",1935
"Central Coast","Central Coast",1936
"Central Coast","Central Coast",1937
"Central Coast","Central Coast",1938
"Central Coast","Central Coast",7990623
"Central Coast","Central Coast",1940
"Central Coast","Central Coast",1941
"Central Coast","Central Coast",1942
"Central Coast","Central Coast",1944
"Central Coast","Central Coast",1945
"Central Coast","Central Coast",1946
"Central Coast","Central Coast",1947
"Central Coast","Central Coast",1948
"Central Coast","Central Coast",1949
"Central Coast","Central Coast",1950
"Central Coast","Central Coast",1951
"Skeena","Skeena",1956
"Skeena","Skeena",1959
"Skeena","Skeena",1960
"Skeena","Skeena",1961
"Skeena","Skeena",1962
"Central Coast","Central Coast",2655
"Haida Gwaii","Haida Gwaii",2651
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2472
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2473
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2474
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2486
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2489
"Yukon","Yukon",2492
"Yukon","Yukon",2499
"Yukon","Yukon",2505
"Yukon","Yukon",2509
"Yukon","Yukon",2522
"Yukon","Yukon",2548
"Yukon","Yukon",2549
"Yukon","Yukon",2556
"Fraser","Fraser",2566
"Yukon","Yukon",2567
"Yukon","Yukon",2569
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2298
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2302
"Haida Gwaii","Haida Gwaii",2304
"Haida Gwaii","Haida Gwaii",2306
"Nass","Nass",2307
"Nass","Nass",2308
"Nass","Nass",2309
"Nass","Nass",2311
"Nass","Nass",2312
"Skeena","Skeena",2313
"Haida Gwaii","Haida Gwaii",2341
"Haida Gwaii","Haida Gwaii",2342
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2292
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2293
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2294
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",7990630
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2289
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2291
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2024
"Central Coast","Central Coast",2030
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2076
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2078
"Skeena","Skeena",2108
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",351
"Central Coast","Central Coast",7990583
"Central Coast","Central Coast",358
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",361
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",363
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",366
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",367
"Fraser","Fraser",368
"Fraser","Fraser",369
"Central Coast","Central Coast",372
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",373
"Fraser","Fraser",381
"Central Coast","Central Coast",390
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",398
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",403
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",7990639
"Fraser","Fraser",408
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",413
"Fraser","Fraser",179
"Fraser","Fraser",180
"Fraser","Fraser",181
"Fraser","Fraser",183
"Fraser","Fraser",184
"Fraser","Fraser",185
"Fraser","Fraser",186
"Fraser","Fraser",188
"Fraser","Fraser",190
"Fraser","Fraser",191
"Fraser","Fraser",192
"Fraser","Fraser",194
"Fraser","Fraser",195
"Fraser","Fraser",196
"Fraser","Fraser",197
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",2488
"Fraser","Fraser",177
"Fraser","Fraser",53
"Fraser","Fraser",54
"Fraser","Fraser",55
"Fraser","Fraser",56
"Fraser","Fraser",57
"Fraser","Fraser",58
"Fraser","Fraser",60
"Fraser","Fraser",61
"Fraser","Fraser",2529
"Fraser","Fraser",62
"Fraser","Fraser",63
"Fraser","Fraser",64
"Fraser","Fraser",65
"Fraser","Fraser",66
"Fraser","Fraser",68
"Fraser","Fraser",69
"Fraser","Fraser",70
"Fraser","Fraser",71
"Fraser","Fraser",72
"Fraser","Fraser",74
"Fraser","Fraser",75
"Fraser","Fraser",77
"Fraser","Fraser",78
"Fraser","Fraser",79
"Fraser","Fraser",80
"Fraser","Fraser",81
"Fraser","Fraser",82
"Fraser","Fraser",83
"Fraser","Fraser",85
"Fraser","Fraser",87
"Fraser","Fraser",89
"Fraser","Fraser",90
"Fraser","Fraser",91
"Fraser","Fraser",92
"Fraser","Fraser",93
"Fraser","Fraser",94
"Fraser","Fraser",100
"Fraser","Fraser",101
"Fraser","Fraser",102
"Fraser","Fraser",104
"Fraser","Fraser",105
"Fraser","Fraser",106
"Fraser","Fraser",107
"Fraser","Fraser",108
"Fraser","Fraser",109
"Fraser","Fraser",110
"Fraser","Fraser",111
"Fraser","Fraser",112
"Fraser","Fraser",113
"Fraser","Fraser",114
"Fraser","Fraser",115
"Fraser","Fraser",116
"Fraser","Fraser",117
"Fraser","Fraser",118
"Fraser","Fraser",119
"Fraser","Fraser",120
"Fraser","Fraser",122
"Fraser","Fraser",123
"Fraser","Fraser",124
"Fraser","Fraser",127
"Fraser","Fraser",128
"Fraser","Fraser",7990579
"Fraser","Fraser",48
"Fraser","Fraser",49
"Fraser","Fraser",50
"Fraser","Fraser",51
"Fraser","Fraser",52
"Skeena","Skeena",482
"Skeena","Skeena",486
"Skeena","Skeena",488
"Skeena","Skeena",491
"Skeena","Skeena",493
"Skeena","Skeena",499
"Skeena","Skeena",504
"Skeena","Skeena",505
"Skeena","Skeena",511
"Skeena","Skeena",520
"Skeena","Skeena",521
"Skeena","Skeena",523
"Skeena","Skeena",533
"Skeena","Skeena",537
"Skeena","Skeena",542
"Skeena","Skeena",544
"Fraser","Fraser",3
"Fraser","Fraser",441
"Fraser","Fraser",7
"Fraser","Fraser",8
"Fraser","Fraser",9
"Fraser","Fraser",10
"Fraser","Fraser",12
"Fraser","Fraser",13
"Fraser","Fraser",14
"Fraser","Fraser",31516
"Fraser","Fraser",31740
"Fraser","Fraser",15
"Fraser","Fraser",16
"Fraser","Fraser",17
"Fraser","Fraser",18
"Fraser","Fraser",19
"Fraser","Fraser",20
"Fraser","Fraser",21
"Fraser","Fraser",24
"Fraser","Fraser",26
"Fraser","Fraser",27
"Fraser","Fraser",28
"Fraser","Fraser",29
"Fraser","Fraser",30
"Fraser","Fraser",31
"Fraser","Fraser",33
"Fraser","Fraser",34
"Fraser","Fraser",36
"Fraser","Fraser",40
"Fraser","Fraser",42
"Fraser","Fraser",43
"Fraser","Fraser",44
"Fraser","Fraser",45
"Fraser","Fraser",46
"Fraser","Fraser",47
"Skeena","Skeena",477
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",1490
"Nass","Nass",629
"Nass","Nass",630
"Nass","Nass",631
"Nass","Nass",634
"Nass","Nass",635
"Nass","Nass",636
"Nass","Nass",639
"Nass","Nass",641
"Nass","Nass",642
"Nass","Nass",643
"Nass","Nass",644
"Nass","Nass",645
"Nass","Nass",646
"Nass","Nass",647
"Nass","Nass",648
"Nass","Nass",649
"Nass","Nass",651
"Nass","Nass",652
"Nass","Nass",653
"Nass","Nass",654
"Nass","Nass",655
"Nass","Nass",661
"Central Coast","Central Coast",429
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",439
"Central Coast","Central Coast",7990591
"Skeena","Skeena",443
"Skeena","Skeena",444
"Skeena","Skeena",445
"Skeena","Skeena",447
"Skeena","Skeena",449
"Skeena","Skeena",450
"Skeena","Skeena",451
"Skeena","Skeena",453
"Skeena","Skeena",454
"Skeena","Skeena",455
"Skeena","Skeena",456
"Skeena","Skeena",459
"Skeena","Skeena",460
"Skeena","Skeena",462
"Skeena","Skeena",464
"Skeena","Skeena",465
"Skeena","Skeena",468
"Skeena","Skeena",469
"Skeena","Skeena",470
"Skeena","Skeena",471
"Skeena","Skeena",473
"Skeena","Skeena",474
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",754
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",755
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",756
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",757
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",758
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",759
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",760
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",761
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",762
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",7990607
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",764
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",767
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",768
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",769
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",770
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",771
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",772
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",773
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",774
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",775
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",776
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",777
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",778
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",779
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",780
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",781
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",782
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",783
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",784
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",785
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",786
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",787
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",788
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",789
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",790
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",791
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",792
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",793
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",794
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",795
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",796
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",797
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",798
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",799
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",800
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",801
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",802
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",803
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",804
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",805
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",806
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",807
"Skeena","Skeena",566
"Skeena","Skeena",567
"Skeena","Skeena",568
"Skeena","Skeena",569
"Skeena","Skeena",571
"Skeena","Skeena",579
"Skeena","Skeena",581
"Skeena","Skeena",593
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",750
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",751
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",752
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",753
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",891
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",892
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",893
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",895
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",896
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",897
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",898
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",899
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",900
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",901
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",902
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",903
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",904
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",905
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",906
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",907
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",908
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",909
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",910
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",7990609
"Central Coast","Central Coast",913
"Central Coast","Central Coast",914
"Central Coast","Central Coast",917
"Central Coast","Central Coast",918
"Central Coast","Central Coast",926
"Central Coast","Central Coast",928
"Central Coast","Central Coast",929
"Central Coast","Central Coast",930
"Central Coast","Central Coast",931
"Central Coast","Central Coast",934
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",808
"Vancouver Island & Mainland Inlets","Fraser",677
"Vancouver Island & Mainland Inlets","Fraser",678
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",680
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",681
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",685
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",686
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",687
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",688
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",690
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",691
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",692
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",693
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",694
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",695
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",696
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",697
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",698
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",701
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",702
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",703
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",705
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",706
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",708
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",709
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",710
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",711
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",712
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",713
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",714
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",715
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",716
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",717
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",718
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",719
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",721
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",722
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",723
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",724
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",725
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",727
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",728
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",729
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",730
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",732
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",733
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",734
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",735
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",736
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",737
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",738
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",740
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",741
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",742
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",743
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",744
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",745
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",746
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",747
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",748
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",749
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",887
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",888
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",890
"Central Coast","Central Coast",1023
"Central Coast","Central Coast",1024
"Central Coast","Central Coast",1025
"Central Coast","Central Coast",1026
"Central Coast","Central Coast",1027
"Central Coast","Central Coast",1028
"Central Coast","Central Coast",1029
"Central Coast","Central Coast",1030
"Central Coast","Central Coast",1031
"Central Coast","Central Coast",7990614
"Central Coast","Central Coast",1033
"Central Coast","Central Coast",1034
"Central Coast","Central Coast",1035
"Central Coast","Central Coast",1036
"Central Coast","Central Coast",1037
"Central Coast","Central Coast",1038
"Central Coast","Central Coast",1039
"Central Coast","Central Coast",1040
"Central Coast","Central Coast",1041
"Central Coast","Central Coast",1042
"Central Coast","Central Coast",1043
"Central Coast","Central Coast",1044
"Central Coast","Central Coast",1045
"Central Coast","Central Coast",1046
"Central Coast","Central Coast",1049
"Central Coast","Central Coast",1050
"Central Coast","Central Coast",1052
"Central Coast","Central Coast",1053
"Central Coast","Central Coast",1054
"Central Coast","Central Coast",1057
"Central Coast","Central Coast",1060
"Central Coast","Central Coast",1063
"Central Coast","Central Coast",1064
"Central Coast","Central Coast",1065
"Central Coast","Central Coast",1067
"Central Coast","Central Coast",1068
"Central Coast","Central Coast",935
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",809
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",810
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",811
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",812
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",813
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",814
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",815
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",816
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",817
"Vancouver Island & Mainland Inlets","Vancouver Island & Mainland Inlets",818
