streamid,region_survey
1112,Vancouver Island & Mainland Inlets
1113,Vancouver Island & Mainland Inlets
1114,Vancouver Island & Mainland Inlets
1115,Vancouver Island & Mainland Inlets
1116,Vancouver Island & Mainland Inlets
1117,Vancouver Island & Mainland Inlets
1118,Vancouver Island & Mainland Inlets
1119,Vancouver Island & Mainland Inlets
1120,Vancouver Island & Mainland Inlets
1121,Vancouver Island & Mainland Inlets
1122,Vancouver Island & Mainland Inlets
1123,Vancouver Island & Mainland Inlets
1124,Vancouver Island & Mainland Inlets
1125,Vancouver Island & Mainland Inlets
1126,Vancouver Island & Mainland Inlets
1127,Vancouver Island & Mainland Inlets
1128,Vancouver Island & Mainland Inlets
1129,Vancouver Island & Mainland Inlets
1130,Vancouver Island & Mainland Inlets
1131,Vancouver Island & Mainland Inlets
1132,Vancouver Island & Mainland Inlets
1133,Vancouver Island & Mainland Inlets
1134,Vancouver Island & Mainland Inlets
1135,Vancouver Island & Mainland Inlets
1136,Vancouver Island & Mainland Inlets
1137,Vancouver Island & Mainland Inlets
1138,Vancouver Island & Mainland Inlets
1139,Vancouver Island & Mainland Inlets
1140,Vancouver Island & Mainland Inlets
1141,Vancouver Island & Mainland Inlets
1142,Vancouver Island & Mainland Inlets
1143,Vancouver Island & Mainland Inlets
1144,Vancouver Island & Mainland Inlets
1145,Vancouver Island & Mainland Inlets
1146,Vancouver Island & Mainland Inlets
1147,Vancouver Island & Mainland Inlets
1148,Vancouver Island & Mainland Inlets
1149,Vancouver Island & Mainland Inlets
1150,Vancouver Island & Mainland Inlets
1151,Vancouver Island & Mainland Inlets
1152,Vancouver Island & Mainland Inlets
1153,Vancouver Island & Mainland Inlets
1154,Vancouver Island & Mainland Inlets
1155,Vancouver Island & Mainland Inlets
1156,Vancouver Island & Mainland Inlets
1157,Vancouver Island & Mainland Inlets
1158,Vancouver Island & Mainland Inlets
1159,Vancouver Island & Mainland Inlets
1160,Vancouver Island & Mainland Inlets
1161,Vancouver Island & Mainland Inlets
1162,Vancouver Island & Mainland Inlets
1163,Vancouver Island & Mainland Inlets
1164,Vancouver Island & Mainland Inlets
1165,Vancouver Island & Mainland Inlets
1166,Vancouver Island & Mainland Inlets
1167,Central Coast
1168,Central Coast
1169,Central Coast
1170,Central Coast
1171,Central Coast
1172,Vancouver Island & Mainland Inlets
1173,Vancouver Island & Mainland Inlets
1174,Vancouver Island & Mainland Inlets
1175,Vancouver Island & Mainland Inlets
1176,Vancouver Island & Mainland Inlets
1177,Vancouver Island & Mainland Inlets
1178,Vancouver Island & Mainland Inlets
1179,Vancouver Island & Mainland Inlets
1180,Vancouver Island & Mainland Inlets
1181,Vancouver Island & Mainland Inlets
1182,Vancouver Island & Mainland Inlets
1183,Vancouver Island & Mainland Inlets
1184,Vancouver Island & Mainland Inlets
1185,Vancouver Island & Mainland Inlets
1186,Vancouver Island & Mainland Inlets
1187,Vancouver Island & Mainland Inlets
1188,Vancouver Island & Mainland Inlets
1189,Vancouver Island & Mainland Inlets
1190,Vancouver Island & Mainland Inlets
1191,Vancouver Island & Mainland Inlets
1192,Vancouver Island & Mainland Inlets
1193,Vancouver Island & Mainland Inlets
1194,Vancouver Island & Mainland Inlets
1195,Vancouver Island & Mainland Inlets
1196,Vancouver Island & Mainland Inlets
1197,Vancouver Island & Mainland Inlets
1198,Vancouver Island & Mainland Inlets
1199,Vancouver Island & Mainland Inlets
1200,Vancouver Island & Mainland Inlets
1201,Vancouver Island & Mainland Inlets
1202,Vancouver Island & Mainland Inlets
1203,Central Coast
1204,Central Coast
1205,Central Coast
1206,Central Coast
1207,Central Coast
1208,Central Coast
1209,Central Coast
1210,Central Coast
1211,Central Coast
1212,Central Coast
1213,Central Coast
1214,Central Coast
1215,Central Coast
1216,Central Coast
1217,Central Coast
1218,Central Coast
1219,Central Coast
1220,Central Coast
1221,Central Coast
1222,Central Coast
1223,Central Coast
1224,Central Coast
1225,Central Coast
1226,Central Coast
1227,Central Coast
1228,Central Coast
1229,Central Coast
1230,Central Coast
1231,Central Coast
1232,Central Coast
1233,Central Coast
1234,Central Coast
1235,Central Coast
1236,Central Coast
1237,Central Coast
1238,Central Coast
1239,Central Coast
1240,Central Coast
1241,Central Coast
1242,Central Coast
1243,Central Coast
1244,Central Coast
1245,Central Coast
1246,Central Coast
1247,Central Coast
1248,Central Coast
1249,Central Coast
1250,Central Coast
1251,Central Coast
1252,Central Coast
1253,Central Coast
1254,Central Coast
1255,Central Coast
1256,Central Coast
1257,Central Coast
1258,Central Coast
1259,Central Coast
1260,Central Coast
1261,Central Coast
1262,Central Coast
1263,Central Coast
1264,Central Coast
1265,Central Coast
1266,Central Coast
1267,Central Coast
1268,Central Coast
1269,Central Coast
1270,Central Coast
1271,Central Coast
1272,Central Coast
1273,Central Coast
1274,Central Coast
1275,Central Coast
1276,Central Coast
1277,Central Coast
1278,Vancouver Island & Mainland Inlets
1279,Vancouver Island & Mainland Inlets
1280,Vancouver Island & Mainland Inlets
1281,Vancouver Island & Mainland Inlets
1282,Vancouver Island & Mainland Inlets
1283,Vancouver Island & Mainland Inlets
1284,Vancouver Island & Mainland Inlets
1285,Vancouver Island & Mainland Inlets
1286,Vancouver Island & Mainland Inlets
1287,Vancouver Island & Mainland Inlets
1288,Vancouver Island & Mainland Inlets
1289,Vancouver Island & Mainland Inlets
1290,Vancouver Island & Mainland Inlets
1291,Vancouver Island & Mainland Inlets
1292,Vancouver Island & Mainland Inlets
1293,Vancouver Island & Mainland Inlets
1294,Vancouver Island & Mainland Inlets
1295,Vancouver Island & Mainland Inlets
1296,Vancouver Island & Mainland Inlets
1297,Vancouver Island & Mainland Inlets
1298,Vancouver Island & Mainland Inlets
1299,Vancouver Island & Mainland Inlets
1300,Vancouver Island & Mainland Inlets
1301,Vancouver Island & Mainland Inlets
1302,Vancouver Island & Mainland Inlets
1303,Vancouver Island & Mainland Inlets
1304,Vancouver Island & Mainland Inlets
1305,Central Coast
1306,Central Coast
1307,Central Coast
1308,Central Coast
1309,Central Coast
1310,Central Coast
1311,Central Coast
1312,Central Coast
1313,Central Coast
1314,Central Coast
1315,Central Coast
1316,Central Coast
1317,Central Coast
1318,Central Coast
1319,Central Coast
1320,Central Coast
1321,Central Coast
1322,Central Coast
1323,Central Coast
1324,Central Coast
1325,Central Coast
1326,Central Coast
1327,Central Coast
1328,Skeena
1329,Skeena
1330,Vancouver Island & Mainland Inlets
1331,Vancouver Island & Mainland Inlets
1332,Vancouver Island & Mainland Inlets
1333,Vancouver Island & Mainland Inlets
1334,Vancouver Island & Mainland Inlets
1335,Vancouver Island & Mainland Inlets
1336,Vancouver Island & Mainland Inlets
1337,Vancouver Island & Mainland Inlets
1338,Vancouver Island & Mainland Inlets
1339,Vancouver Island & Mainland Inlets
1340,Vancouver Island & Mainland Inlets
1341,Vancouver Island & Mainland Inlets
1342,Vancouver Island & Mainland Inlets
1343,Vancouver Island & Mainland Inlets
1344,Vancouver Island & Mainland Inlets
1345,Vancouver Island & Mainland Inlets
1346,Vancouver Island & Mainland Inlets
1347,Vancouver Island & Mainland Inlets
1348,Vancouver Island & Mainland Inlets
1349,Vancouver Island & Mainland Inlets
1350,Vancouver Island & Mainland Inlets
1351,Vancouver Island & Mainland Inlets
1352,Vancouver Island & Mainland Inlets
1353,Vancouver Island & Mainland Inlets
1354,Vancouver Island & Mainland Inlets
1355,Vancouver Island & Mainland Inlets
1356,Vancouver Island & Mainland Inlets
1357,Vancouver Island & Mainland Inlets
1358,Vancouver Island & Mainland Inlets
1359,Vancouver Island & Mainland Inlets
1360,Vancouver Island & Mainland Inlets
1361,Vancouver Island & Mainland Inlets
1362,Vancouver Island & Mainland Inlets
1363,Vancouver Island & Mainland Inlets
1364,Vancouver Island & Mainland Inlets
1365,Vancouver Island & Mainland Inlets
1366,Vancouver Island & Mainland Inlets
1367,Vancouver Island & Mainland Inlets
1368,Vancouver Island & Mainland Inlets
1369,Vancouver Island & Mainland Inlets
1370,Vancouver Island & Mainland Inlets
1371,Vancouver Island & Mainland Inlets
1372,Vancouver Island & Mainland Inlets
1373,Vancouver Island & Mainland Inlets
1374,Vancouver Island & Mainland Inlets
1375,Vancouver Island & Mainland Inlets
1376,Vancouver Island & Mainland Inlets
1377,Vancouver Island & Mainland Inlets
1378,Vancouver Island & Mainland Inlets
1379,Vancouver Island & Mainland Inlets
1380,Vancouver Island & Mainland Inlets
1381,Vancouver Island & Mainland Inlets
1382,Haida Gwaii
1383,Fraser
1384,Skeena
1385,Fraser
1386,Fraser
1387,Fraser
1388,Vancouver Island & Mainland Inlets
1389,Vancouver Island & Mainland Inlets
1390,Fraser
1391,Fraser
1392,Fraser
1393,Vancouver Island & Mainland Inlets
1394,Fraser
1395,Fraser
1396,Fraser
1397,Vancouver Island & Mainland Inlets
1398,Vancouver Island & Mainland Inlets
1399,Fraser
1400,Fraser
1401,Fraser
1402,Fraser
1403,Fraser
1404,Skeena
1405,Fraser
1406,Central Coast
1407,Skeena
1408,Skeena
1409,Skeena
1410,Skeena
1411,Vancouver Island & Mainland Inlets
1412,Vancouver Island & Mainland Inlets
1413,Vancouver Island & Mainland Inlets
1414,Yukon
1415,Transboundary
1416,Transboundary
1417,Transboundary
1418,Vancouver Island & Mainland Inlets
1419,Vancouver Island & Mainland Inlets
1420,Vancouver Island & Mainland Inlets
1421,Vancouver Island & Mainland Inlets
1422,Vancouver Island & Mainland Inlets
1423,Vancouver Island & Mainland Inlets
1424,Vancouver Island & Mainland Inlets
1425,Vancouver Island & Mainland Inlets
1426,Vancouver Island & Mainland Inlets
1427,Vancouver Island & Mainland Inlets
1428,Vancouver Island & Mainland Inlets
1429,Vancouver Island & Mainland Inlets
1430,Vancouver Island & Mainland Inlets
1431,Vancouver Island & Mainland Inlets
1432,Vancouver Island & Mainland Inlets
1433,Vancouver Island & Mainland Inlets
1434,Vancouver Island & Mainland Inlets
1435,Vancouver Island & Mainland Inlets
1436,Vancouver Island & Mainland Inlets
1437,Vancouver Island & Mainland Inlets
1438,Vancouver Island & Mainland Inlets
1439,Vancouver Island & Mainland Inlets
1440,Vancouver Island & Mainland Inlets
1441,Vancouver Island & Mainland Inlets
1442,Vancouver Island & Mainland Inlets
1443,Vancouver Island & Mainland Inlets
1444,Vancouver Island & Mainland Inlets
1445,Vancouver Island & Mainland Inlets
1446,Vancouver Island & Mainland Inlets
1447,Vancouver Island & Mainland Inlets
1448,Vancouver Island & Mainland Inlets
1449,Vancouver Island & Mainland Inlets
1450,Vancouver Island & Mainland Inlets
1451,Vancouver Island & Mainland Inlets
1452,Vancouver Island & Mainland Inlets
1453,Vancouver Island & Mainland Inlets
1454,Vancouver Island & Mainland Inlets
1455,Vancouver Island & Mainland Inlets
1456,Vancouver Island & Mainland Inlets
1457,Vancouver Island & Mainland Inlets
1458,Vancouver Island & Mainland Inlets
1459,Vancouver Island & Mainland Inlets
1460,Vancouver Island & Mainland Inlets
1461,Vancouver Island & Mainland Inlets
1462,Vancouver Island & Mainland Inlets
1463,Vancouver Island & Mainland Inlets
1464,Vancouver Island & Mainland Inlets
1465,Vancouver Island & Mainland Inlets
1466,Vancouver Island & Mainland Inlets
1467,Vancouver Island & Mainland Inlets
1468,Vancouver Island & Mainland Inlets
1469,Vancouver Island & Mainland Inlets
1470,Vancouver Island & Mainland Inlets
1471,Vancouver Island & Mainland Inlets
1472,Vancouver Island & Mainland Inlets
1473,Vancouver Island & Mainland Inlets
1474,Vancouver Island & Mainland Inlets
1475,Vancouver Island & Mainland Inlets
1476,Vancouver Island & Mainland Inlets
1477,Vancouver Island & Mainland Inlets
1478,Vancouver Island & Mainland Inlets
1479,Vancouver Island & Mainland Inlets
1480,Vancouver Island & Mainland Inlets
1481,Vancouver Island & Mainland Inlets
1482,Vancouver Island & Mainland Inlets
1483,Vancouver Island & Mainland Inlets
1484,Vancouver Island & Mainland Inlets
1485,Vancouver Island & Mainland Inlets
1486,Vancouver Island & Mainland Inlets
1487,Vancouver Island & Mainland Inlets
1488,Vancouver Island & Mainland Inlets
1489,Vancouver Island & Mainland Inlets
1490,Vancouver Island & Mainland Inlets
1491,Vancouver Island & Mainland Inlets
1492,Haida Gwaii
1493,Haida Gwaii
1494,Vancouver Island & Mainland Inlets
1495,Vancouver Island & Mainland Inlets
1496,Vancouver Island & Mainland Inlets
1497,Vancouver Island & Mainland Inlets
1498,Vancouver Island & Mainland Inlets
1499,Vancouver Island & Mainland Inlets
1500,Vancouver Island & Mainland Inlets
1501,Vancouver Island & Mainland Inlets
1502,Vancouver Island & Mainland Inlets
1503,Vancouver Island & Mainland Inlets
1504,Vancouver Island & Mainland Inlets
1505,Vancouver Island & Mainland Inlets
1506,Vancouver Island & Mainland Inlets
1507,Vancouver Island & Mainland Inlets
1508,Vancouver Island & Mainland Inlets
1509,Vancouver Island & Mainland Inlets
1510,Vancouver Island & Mainland Inlets
1511,Vancouver Island & Mainland Inlets
1512,Vancouver Island & Mainland Inlets
1513,Vancouver Island & Mainland Inlets
1514,Vancouver Island & Mainland Inlets
1515,Vancouver Island & Mainland Inlets
1516,Vancouver Island & Mainland Inlets
1517,Vancouver Island & Mainland Inlets
1518,Vancouver Island & Mainland Inlets
1519,Vancouver Island & Mainland Inlets
1520,Vancouver Island & Mainland Inlets
1521,Vancouver Island & Mainland Inlets
1522,Vancouver Island & Mainland Inlets
1523,Vancouver Island & Mainland Inlets
1524,Vancouver Island & Mainland Inlets
1525,Vancouver Island & Mainland Inlets
1526,Vancouver Island & Mainland Inlets
1527,Vancouver Island & Mainland Inlets
1528,Vancouver Island & Mainland Inlets
1529,Vancouver Island & Mainland Inlets
1530,Vancouver Island & Mainland Inlets
1531,Vancouver Island & Mainland Inlets
1532,Vancouver Island & Mainland Inlets
1533,Vancouver Island & Mainland Inlets
1534,Vancouver Island & Mainland Inlets
1535,Vancouver Island & Mainland Inlets
1536,Vancouver Island & Mainland Inlets
1537,Vancouver Island & Mainland Inlets
1538,Vancouver Island & Mainland Inlets
1539,Vancouver Island & Mainland Inlets
1540,Vancouver Island & Mainland Inlets
1541,Vancouver Island & Mainland Inlets
1542,Vancouver Island & Mainland Inlets
1543,Haida Gwaii
1544,Haida Gwaii
1545,Vancouver Island & Mainland Inlets
1546,Vancouver Island & Mainland Inlets
1547,Vancouver Island & Mainland Inlets
1548,Vancouver Island & Mainland Inlets
1549,Vancouver Island & Mainland Inlets
1550,Vancouver Island & Mainland Inlets
1551,Vancouver Island & Mainland Inlets
1552,Vancouver Island & Mainland Inlets
1553,Haida Gwaii
1554,Central Coast
1555,Central Coast
1556,Central Coast
1557,Haida Gwaii
1558,Haida Gwaii
1559,Central Coast
1560,Skeena
1561,Skeena
1562,Skeena
1563,Skeena
1564,Nass
1565,Nass
1566,Nass
1567,Nass
1568,Nass
1569,Nass
1570,Nass
1571,Central Coast
1572,Central Coast
1573,Central Coast
1574,Central Coast
1575,Central Coast
1576,Central Coast
1577,Central Coast
1578,Central Coast
1579,Skeena
1580,Fraser
1581,Vancouver Island & Mainland Inlets
1582,Fraser
1583,Fraser
1584,Fraser
1585,Yukon
1586,Yukon
1587,Yukon
1588,Yukon
1589,Yukon
1590,Yukon
1591,Yukon
1592,Yukon
1593,Yukon
1594,Yukon
1595,Yukon
1596,Yukon
1597,Yukon
1598,Yukon
1599,Yukon
1600,Yukon
1601,Yukon
1602,Yukon
1603,Yukon
1604,Yukon
1605,Yukon
1606,Yukon
1607,Yukon
1608,Yukon
1609,Yukon
1610,Yukon
1611,Yukon
1612,Yukon
1613,Yukon
1614,Yukon
1615,Yukon
1616,Yukon
1617,Yukon
1618,Yukon
1619,Yukon
1620,Yukon
1621,Yukon
1622,Yukon
1623,Yukon
1624,Yukon
1625,Yukon
1626,Yukon
1627,Yukon
1628,Yukon
1629,Yukon
1630,Yukon
1631,Yukon
1632,Yukon
1633,Fraser
1634,Fraser
1635,Fraser
1636,Fraser
1637,Vancouver Island & Mainland Inlets
1638,Vancouver Island & Mainland Inlets
1639,Transboundary
1640,Transboundary
1641,Transboundary
1642,Transboundary
1643,Skeena
1644,Skeena
1645,Skeena
1646,Fraser
1647,Fraser
1648,Transboundary
1649,Transboundary
1650,Transboundary
1651,Transboundary
1652,Transboundary
1653,Transboundary
1654,Transboundary
1655,Transboundary
1656,Transboundary
1657,Transboundary
1658,Transboundary
1659,Vancouver Island & Mainland Inlets
1660,Fraser
1661,Skeena
1662,Skeena
1663,Skeena
1664,Transboundary
1665,Transboundary
1666,Fraser
1667,Fraser
1668,Fraser
1669,Fraser
1670,Fraser
1671,Fraser
1672,Fraser
1673,Fraser
1674,Central Coast
1675,Vancouver Island & Mainland Inlets
1676,Fraser
1677,Fraser
1678,Fraser
1679,Fraser
1680,Fraser
1681,Fraser
1682,Fraser
1683,Fraser
1684,Fraser
1685,Fraser
1686,Fraser
1687,Fraser
1688,Fraser
1689,Fraser
1690,Fraser
1691,Fraser
1692,Fraser
1693,Fraser
1694,Fraser
1695,Fraser
1696,Fraser
1697,Fraser
1698,Fraser
1699,Fraser
1700,Fraser
1701,Fraser
1702,Fraser
1703,Fraser
1704,Fraser
1705,Fraser
1706,Fraser
1707,Fraser
1708,Fraser
1709,Fraser
1710,Fraser
1711,Fraser
1712,Fraser
1713,Fraser
1714,Fraser
1715,Fraser
1716,Fraser
1717,Fraser
1718,Fraser
1719,Fraser
1720,Fraser
1721,Fraser
1722,Fraser
1723,Fraser
1724,Fraser
1725,Fraser
1726,Fraser
1727,Fraser
1728,Fraser
1729,Fraser
1730,Fraser
1731,Fraser
1732,Fraser
1733,Fraser
1734,Fraser
1735,Fraser
1736,Fraser
1737,Fraser
1738,Fraser
1739,Fraser
1740,Fraser
1741,Fraser
1742,Fraser
1743,Fraser
1744,Fraser
1745,Fraser
1746,Fraser
1747,Fraser
1748,Fraser
1749,Fraser
1750,Fraser
1751,Fraser
1752,Fraser
1753,Fraser
1754,Fraser
1755,Fraser
1756,Fraser
1757,Fraser
1758,Fraser
1759,Fraser
1760,Fraser
1761,Fraser
1762,Fraser
1763,Fraser
1764,Fraser
1765,Fraser
1766,Fraser
1767,Fraser
1768,Fraser
1769,Fraser
1770,Fraser
1771,Fraser
1772,Fraser
1773,Fraser
1774,Fraser
1775,Fraser
1776,Fraser
1777,Skeena
1778,Skeena
1779,Skeena
1780,Skeena
1781,Skeena
1782,Skeena
1783,Skeena
1784,Skeena
1785,Skeena
1786,Skeena
1787,Skeena
1788,Skeena
1789,Skeena
1790,Skeena
1791,Skeena
1792,Skeena
1793,Skeena
1794,Skeena
1795,Skeena
1796,Skeena
1797,Skeena
1798,Skeena
1799,Skeena
1800,Skeena
1801,Skeena
1802,Skeena
1803,Skeena
1804,Skeena
1805,Skeena
1806,Skeena
1807,Skeena
1808,Skeena
1809,Skeena
1810,Skeena
1811,Fraser
1812,Skeena
1813,Skeena
1814,Skeena
1815,Skeena
1816,Skeena
1817,Skeena
1818,Nass
1819,Nass
1820,Nass
1821,Nass
1822,Nass
1823,Nass
1824,Nass
1825,Nass
1826,Nass
1827,Nass
1828,Nass
1829,Nass
1830,Nass
1831,Nass
1832,Nass
1833,Nass
1834,Nass
1835,Nass
1836,Nass
1837,Nass
1838,Nass
1839,Nass
1840,Nass
1841,Nass
1842,Skeena
1843,Skeena
1844,Skeena
1845,Skeena
1846,Skeena
1847,Skeena
1848,Skeena
1849,Skeena
1850,Skeena
1851,Skeena
1852,Skeena
1853,Skeena
1854,Skeena
1855,Skeena
1856,Skeena
1857,Skeena
1858,Vancouver Island & Mainland Inlets
1859,Vancouver Island & Mainland Inlets
1860,Vancouver Island & Mainland Inlets
1861,Vancouver Island & Mainland Inlets
1862,Vancouver Island & Mainland Inlets
1863,Vancouver Island & Mainland Inlets
1864,Vancouver Island & Mainland Inlets
1865,Vancouver Island & Mainland Inlets
1866,Vancouver Island & Mainland Inlets
1867,Vancouver Island & Mainland Inlets
1868,Vancouver Island & Mainland Inlets
1869,Skeena
1870,Skeena
1871,Skeena
1872,Skeena
1873,Skeena
1874,Skeena
1875,Skeena
1876,Skeena
1877,Skeena
1878,Skeena
1879,Skeena
1880,Skeena
1881,Skeena
1882,Skeena
1883,Skeena
1884,Skeena
1885,Skeena
1886,Skeena
1887,Skeena
1888,Skeena
1889,Vancouver Island & Mainland Inlets
1890,Vancouver Island & Mainland Inlets
1891,Vancouver Island & Mainland Inlets
1892,Central Coast
1893,Central Coast
1894,Central Coast
1895,Vancouver Island & Mainland Inlets
1896,Vancouver Island & Mainland Inlets
1897,Vancouver Island & Mainland Inlets
1898,Vancouver Island & Mainland Inlets
1899,Vancouver Island & Mainland Inlets
1900,Vancouver Island & Mainland Inlets
1901,Vancouver Island & Mainland Inlets
1902,Vancouver Island & Mainland Inlets
1903,Vancouver Island & Mainland Inlets
1904,Vancouver Island & Mainland Inlets
1905,Vancouver Island & Mainland Inlets
1906,Vancouver Island & Mainland Inlets
1907,Vancouver Island & Mainland Inlets
1908,Vancouver Island & Mainland Inlets
1909,Vancouver Island & Mainland Inlets
1910,Vancouver Island & Mainland Inlets
1911,Vancouver Island & Mainland Inlets
1912,Vancouver Island & Mainland Inlets
1913,Vancouver Island & Mainland Inlets
1914,Vancouver Island & Mainland Inlets
1915,Vancouver Island & Mainland Inlets
1916,Vancouver Island & Mainland Inlets
1917,Central Coast
1918,Central Coast
1919,Central Coast
1920,Central Coast
1921,Central Coast
1922,Central Coast
1923,Central Coast
1924,Central Coast
1925,Central Coast
1926,Central Coast
1927,Central Coast
1928,Central Coast
1929,Central Coast
1930,Central Coast
1931,Central Coast
1932,Central Coast
1933,Central Coast
1934,Central Coast
1935,Central Coast
1936,Central Coast
1937,Vancouver Island & Mainland Inlets
1938,Vancouver Island & Mainland Inlets
1939,Vancouver Island & Mainland Inlets
1940,Vancouver Island & Mainland Inlets
1941,Vancouver Island & Mainland Inlets
1942,Vancouver Island & Mainland Inlets
1943,Vancouver Island & Mainland Inlets
1944,Vancouver Island & Mainland Inlets
1945,Vancouver Island & Mainland Inlets
1946,Vancouver Island & Mainland Inlets
1947,Vancouver Island & Mainland Inlets
1948,Vancouver Island & Mainland Inlets
1949,Vancouver Island & Mainland Inlets
1950,Vancouver Island & Mainland Inlets
1951,Vancouver Island & Mainland Inlets
1952,Vancouver Island & Mainland Inlets
1953,Vancouver Island & Mainland Inlets
1954,Vancouver Island & Mainland Inlets
1955,Vancouver Island & Mainland Inlets
1956,Vancouver Island & Mainland Inlets
1957,Vancouver Island & Mainland Inlets
1958,Vancouver Island & Mainland Inlets
1959,Vancouver Island & Mainland Inlets
1960,Vancouver Island & Mainland Inlets
1961,Vancouver Island & Mainland Inlets
1962,Vancouver Island & Mainland Inlets
1963,Vancouver Island & Mainland Inlets
1964,Vancouver Island & Mainland Inlets
1965,Vancouver Island & Mainland Inlets
1966,Vancouver Island & Mainland Inlets
1967,Vancouver Island & Mainland Inlets
1968,Vancouver Island & Mainland Inlets
1969,Central Coast
1970,Central Coast
1971,Vancouver Island & Mainland Inlets
1972,Vancouver Island & Mainland Inlets
1973,Vancouver Island & Mainland Inlets
1974,Vancouver Island & Mainland Inlets
1975,Vancouver Island & Mainland Inlets
1976,Vancouver Island & Mainland Inlets
1977,Vancouver Island & Mainland Inlets
1978,Vancouver Island & Mainland Inlets
1979,Vancouver Island & Mainland Inlets
1980,Central Coast
1981,Central Coast
1982,Central Coast
1983,Central Coast
1984,Central Coast
1985,Central Coast
1986,Central Coast
1987,Central Coast
1988,Central Coast
1989,Central Coast
1990,Central Coast
1991,Central Coast
1992,Central Coast
1993,Central Coast
1994,Central Coast
1995,Central Coast
1996,Central Coast
1997,Central Coast
1998,Central Coast
1999,Central Coast
2000,Central Coast
2001,Central Coast
2002,Central Coast
2003,Central Coast
2004,Central Coast
2005,Central Coast
2006,Vancouver Island & Mainland Inlets
2007,Vancouver Island & Mainland Inlets
2008,Vancouver Island & Mainland Inlets
2009,Vancouver Island & Mainland Inlets
2010,Vancouver Island & Mainland Inlets
2011,Vancouver Island & Mainland Inlets
2012,Vancouver Island & Mainland Inlets
2013,Vancouver Island & Mainland Inlets
2014,Vancouver Island & Mainland Inlets
2015,Vancouver Island & Mainland Inlets
2016,Vancouver Island & Mainland Inlets
2017,Vancouver Island & Mainland Inlets
2018,Vancouver Island & Mainland Inlets
2019,Vancouver Island & Mainland Inlets
2020,Central Coast
2021,Central Coast
2022,Central Coast
2023,Central Coast
2024,Central Coast
2025,Central Coast
2026,Central Coast
2027,Central Coast
2028,Central Coast
2029,Central Coast
2030,Central Coast
2031,Central Coast
2032,Central Coast
2033,Vancouver Island & Mainland Inlets
2034,Vancouver Island & Mainland Inlets
2035,Vancouver Island & Mainland Inlets
2036,Vancouver Island & Mainland Inlets
2037,Vancouver Island & Mainland Inlets
2038,Vancouver Island & Mainland Inlets
2039,Vancouver Island & Mainland Inlets
2040,Vancouver Island & Mainland Inlets
2041,Vancouver Island & Mainland Inlets
2042,Vancouver Island & Mainland Inlets
2043,Vancouver Island & Mainland Inlets
2044,Vancouver Island & Mainland Inlets
2045,Vancouver Island & Mainland Inlets
2046,Vancouver Island & Mainland Inlets
2047,Vancouver Island & Mainland Inlets
2048,Vancouver Island & Mainland Inlets
2049,Vancouver Island & Mainland Inlets
2050,Vancouver Island & Mainland Inlets
2051,Vancouver Island & Mainland Inlets
2052,Vancouver Island & Mainland Inlets
2053,Vancouver Island & Mainland Inlets
2054,Vancouver Island & Mainland Inlets
2055,Vancouver Island & Mainland Inlets
2056,Vancouver Island & Mainland Inlets
2057,Vancouver Island & Mainland Inlets
2058,Vancouver Island & Mainland Inlets
2059,Vancouver Island & Mainland Inlets
2060,Vancouver Island & Mainland Inlets
2061,Fraser
2062,Fraser
2063,Fraser
2064,Fraser
2065,Fraser
2066,Central Coast
2067,Central Coast
2068,Columbia
2069,Fraser
2070,Fraser
2071,Fraser
2072,Fraser
2073,Fraser
2074,Fraser
2075,Vancouver Island & Mainland Inlets
2076,Fraser
2077,Fraser
2078,Vancouver Island & Mainland Inlets
2079,Vancouver Island & Mainland Inlets
2080,Fraser
2081,Vancouver Island & Mainland Inlets
2082,Vancouver Island & Mainland Inlets
2083,Fraser
2084,Vancouver Island & Mainland Inlets
2085,Fraser
2086,Fraser
2087,Vancouver Island & Mainland Inlets
2088,Fraser
2089,Vancouver Island & Mainland Inlets
2090,Vancouver Island & Mainland Inlets
2091,Fraser
2092,Fraser
2093,Vancouver Island & Mainland Inlets
2094,Vancouver Island & Mainland Inlets
2095,Vancouver Island & Mainland Inlets
2096,Fraser
2097,Fraser
2098,Vancouver Island & Mainland Inlets
2099,Vancouver Island & Mainland Inlets
2100,Fraser
2101,Vancouver Island & Mainland Inlets
2102,Fraser
2103,Haida Gwaii
2104,Nass
2105,Skeena
2106,Fraser
2107,Vancouver Island & Mainland Inlets
2108,Fraser
2109,Fraser
2110,Fraser
2111,Fraser
2112,Vancouver Island & Mainland Inlets
2113,Central Coast
2114,Central Coast
2115,Central Coast
2116,Central Coast
2117,Central Coast
2118,Central Coast
2119,Central Coast
2120,Central Coast
2121,Central Coast
2122,Central Coast
2123,Central Coast
2124,Central Coast
2125,Central Coast
2126,Central Coast
2127,Central Coast
2128,Central Coast
2129,Central Coast
2130,Central Coast
2131,Central Coast
2132,Central Coast
2133,Central Coast
2134,Skeena
2135,Skeena
2136,Vancouver Island & Mainland Inlets
2137,Fraser
2138,Skeena
2139,Skeena
2140,Skeena
2141,Skeena
2142,Central Coast
2143,Skeena
2144,Central Coast
2145,Vancouver Island & Mainland Inlets
2146,Vancouver Island & Mainland Inlets
2147,Vancouver Island & Mainland Inlets
2148,Vancouver Island & Mainland Inlets
2149,Skeena
2150,Fraser
2151,Vancouver Island & Mainland Inlets
2152,Vancouver Island & Mainland Inlets
